Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,585.0,3.03,0.0,-0.07,0.0,392.0,-1.4,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
0.1,585.0,8.63,0.0,-0.07,0.0,392.0,-1.4,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
0.2,585.0,11.34,1.72,-0.06,0.0,392.0,-1.43,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
0.3,585.0,13.29,8.09,0.1,0.0,391.95,-1.83,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
0.4,585.0,15.99,14.78,0.09,0.0,391.9,-2.24,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
0.5,585.0,17.65,17.72,0.19,0.0,391.85,-2.74,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
0.6,585.0,17.65,25.38,0.31,0.0,391.8,-3.23,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
0.7,585.0,18.11,32.22,0.36,0.0,391.75,-3.63,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
0.8,585.0,19.26,35.0,0.36,0.0,391.7,-4.02,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
0.9,585.0,20.83,39.72,0.37,0.0,391.7,-4.22,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
1.0,585.0,22.82,42.87,0.43,0.0,391.7,-4.44,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
1.1,585.0,24.47,47.94,0.5,0.0,391.65,-4.89,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
1.2,585.0,25.48,55.09,0.68,0.0,391.6,-5.37,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
1.3,585.0,27.03,62.22,0.67,0.0,391.55,-6.17,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
1.4,585.0,29.64,66.22,0.77,0.0,391.49,-7.04,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
1.5,585.0,31.99,74.44,0.89,0.0,391.34,-8.79,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
1.6,585.0,32.89,86.5,1.01,0.0,391.19,-10.51,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
1.7,585.0,32.8,97.38,1.14,0.0,391.09,-11.86,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
1.8,585.0,32.8,101.84,1.15,0.0,390.99,-13.19,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
1.9,585.0,32.48,101.56,1.26,0.0,390.89,-14.29,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
2.0,585.0,32.4,102.28,1.26,0.0,390.79,-15.41,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
2.1,585.0,32.3,100.84,1.27,0.0,390.69,-16.71,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
2.2,585.0,31.95,99.78,1.36,0.0,390.6,-17.9,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
2.3,585.0,31.7,97.11,1.35,0.0,390.55,-17.95,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
2.4,585.0,29.85,91.72,0.82,0.0,390.51,-17.9,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
2.5,585.0,30.3,86.81,1.05,0.0,390.61,-16.8,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
2.6,585.0,30.18,76.14,0.91,0.0,390.71,-15.59,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
2.7,585.0,30.18,59.64,0.72,0.0,390.86,-13.29,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
2.8,585.0,30.3,47.11,0.49,0.0,391.01,-11.04,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
2.9,585.0,30.3,38.42,0.37,0.0,391.16,-9.24,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
3.0,585.0,30.3,28.61,0.25,0.0,391.31,-7.52,21.0,21.0,86.5,0.0,0.0,0.0,1,23.5,21.0,22.5
